Lat,Lon,Bus1,Bus2,Bus3,Bus4,Bus5,Bus6,Bus7,Bus8,Bus9,Bus10,Bus11,Bus12,Bus13,Bus14
-87.648414,41.830778,35,,,,,,,,,,,,,
-87.646358,41.837897,8,,,,,,,,,,,,,
-87.646545,41.85742,8,N62,,,,,,,,,,,,
-87.647078,41.866751,8,18,N62,,,,,,,,,,,
-87.646745,41.867645,8,,,,,,,,,,,,,
-87.648754,41.869484,157,,,,,,,,,,,,,
-87.647125,41.869851,8,,,,,,,,,,,,,
-87.64775,41.874441,7,60,,,,,,,,,,,,
-87.647048,41.876726,126,,,,,,,,,,,,,
-87.647777,41.891115,33,65,,,,,,,,,,,,
-87.647724,41.893156,8,,,,,,,,,,,,,
-87.645887,41.891114,65,,,,,,,,,,,,,
-87.648164,41.899201,132,,,,,,,,,,,,,
-87.648304,41.908653,8,,,,,,,,,,,,,
-87.648504,41.910989,72,,,,,,,,,,,,,
-87.648443,41.913897,8,,,,,,,,,,,,,
-87.648256,41.912462,8,,,,,,,,,,,,,
-87.648362,41.918232,73,,,,,,,,,,,,,
-87.648536,41.921725,8,,,,,,,,,,,,,
-87.646646,41.934867,22,,,,,,,,,,,,,
-87.64446,41.939809,36,,,,,,,,,,,,,
-87.64439,41.94213,36,,,,,,,,,,,,,
-87.647167,41.947453,152,,,,,,,,,,,,,
-87.647153,41.947286,36,,,,,,,,,,,,,
-87.644544,41.950278,135,145,146,151,152,,,,,,,,,
-87.648142,41.954648,135,145,148,,,,,,,,,,,
-87.648043,41.952926,80,151,,,,,,,,,,,,
-87.645684,41.95469,135,145,148,,,,,,,,,,,
-87.645211,41.954951,136,144,146,,,,,,,,,,,
-87.645201,41.952939,151,,,,,,,,,,,,,
-87.644423,41.677709,119,,,,,,,,,,,,,
-87.646937,41.685097,111,,,,,,,,,,,,,
-87.642832,41.703433,8A,108,,,,,,,,,,,,
-87.645359,41.706825,103,,,,,,,,,,,,,
-87.643064,41.706859,103,,,,,,,,,,,,,
-87.64289,41.705248,8A,108,,,,,,,,,,,,
-87.643327,41.721,8A,108,,,,,,,,,,,,
-87.643125,41.723162,8A,,,,,,,,,,,,,
-87.643492,41.728917,8A,,,,,,,,,,,,,
-87.643452,41.72707,8A,,,,,,,,,,,,,
-87.6436,41.730847,8A,,,,,,,,,,,,,
-87.643131,41.735976,87,,,,,,,,,,,,,
-87.64364,41.739936,8A,,,,,,,,,,,,,
-87.643969,41.745259,8A,,,,,,,,,,,,,
-87.643883,41.743515,8A,,,,,,,,,,,,,
-87.644358,41.75957,8,,,,,,,,,,,,,
-87.644761,41.774382,8,,,,,,,,,,,,,
-87.644532,41.774204,8,,,,,,,,,,,,,
-87.642869,41.779841,63,,,,,,,,,,,,,
-87.64492,41.788765,8,,,,,,,,,,,,,
-87.645302,41.803303,8,,,,,,,,,,,,,
-87.643182,41.818894,43,44,,,,,,,,,,,,
-87.641494,41.838211,44,,,,,,,,,,,,,
-87.641374,41.839834,44,,,,,,,,,,,,,
-87.644523,41.84825,44,62,,,,,,,,,,,,
-87.641129,41.874325,7,36,60,125,156,,,,,,,,,
-87.644104,41.878501,156,,,,,,,,,,,,,
-87.641232,41.880679,60,124,125,129,130,157,,,,,,,,
-87.641171,41.878741,7,60,124,125,126,129,130,157,,,,,,
-87.64097,41.87935,156,,,,,,,,,,,,,
-87.643101,41.891183,65,,,,,,,,,,,,,
-87.643712,41.918203,73,,,,,,,,,,,,,
-87.641317,41.91818,73,,,,,,,,,,,,,
-87.642015,41.945974,135,145,146,151,,,,,,,,,,
-87.641523,41.663413,8A,108,,,,,,,,,,,,
-87.641116,41.662038,8A,108,,,,,,,,,,,,
-87.641573,41.665015,8A,108,,,,,,,,,,,,
-87.641707,41.668848,8A,108,,,,,,,,,,,,
-87.64186,41.672432,8A,108,,,,,,,,,,,,
-87.642082,41.679783,8A,108,,,,,,,,,,,,
-87.642024,41.67761,8A,108,,,,,,,,,,,,
-87.641831,41.67959,8A,108,,,,,,,,,,,,
-87.639342,41.67789,119,,,,,,,,,,,,,
-87.642027,41.685235,8A,108,,,,,,,,,,,,
-87.642143,41.688573,8A,108,,,,,,,,,,,,
-87.642454,41.690608,8A,108,,,,,,,,,,,,
-87.640932,41.721387,N9,95W,108,112,,,,,,,,,,
-87.638507,41.721417,N9,95W,108,112,,,,,,,,,,
-87.63935,41.74003,24,,,,,,,,,,,,,
-87.637771,41.787078,59,,,,,,,,,,,,,
-87.637414,41.823636,39,,,,,,,,,,,,,
-87.641307,41.827239,44,,,,,,,,,,,,,
-87.641155,41.83259,44,,,,,,,,,,,,,
-87.640112,41.845339,44,,,,,,,,,,,,,
-87.639505,41.874627,7,60,125,156,157,,,,,,,,,
-87.63938,41.876827,11,,,,,,,,,,,,,
-87.638306,41.878005,1,7,X28,126,128,129,130,132,151,156,,,,
-87.636997,41.879524,121,123,,,,,,,,,,,,
-87.640426,41.881934,128,,,,,,,,,,,,,
-87.639619,41.883001,60,124,129,157,,,,,,,,,,
-87.63724,41.900382,11,,,,,,,,,,,,,
-87.638284,41.904738,11,,,,,,,,,,,,,
-87.638419,41.911223,72,,,,,,,,,,,,,
-87.638523,41.918196,11,,,,,,,,,,,,,
-87.639174,41.933109,77,134,143,151,156,,,,,,,,,
-87.639427,41.938694,77,134,143,151,156,,,,,,,,,
-87.639399,41.937881,77,134,143,151,156,,,,,,,,,
-87.637201,41.677811,119,,,,,,,,,,,,,
-87.636971,41.677924,119,,,,,,,,,,,,,
-87.637505,41.685098,111,,,,,,,,,,,,,
-87.635676,41.706944,103,,,,,,,,,,,,,
-87.635439,41.70708,103,,,,,,,,,,,,,
-87.633455,41.808989,47,,,,,,,,,,,,,
-87.635544,41.867416,12,18,N62,,,,,,,,,,,
-87.633019,41.875375,36,145,,,,,,,,,,,,
-87.632868,41.878081,1,7,X28,126,129,130,132,151,,,,,,
-87.634024,41.879426,1,7,X28,126,129,130,134,135,136,151,156,,,
-87.633875,41.880771,11,,,,,,,,,,,,,
-87.632572,41.884018,134,135,136,156,,,,,,,,,,
-87.634233,41.894825,11,,,,,,,,,,,,,
-87.632875,41.897891,156,,,,,,,,,,,,,
-87.632963,41.909004,156,,,,,,,,,,,,,
-87.632395,41.677864,119,,,,,,,,,,,,,
-87.630092,41.7508,8A,24,79,,,,,,,,,,,
-87.632285,41.756438,24,,,,,,,,,,,,,
-87.631653,41.758059,75,,,,,,,,,,,,,
-87.62982,41.765583,24,,,,,,,,,,,,,
-87.62987,41.76742,24,,,,,,,,,,,,,
-87.629973,41.770817,24,,,,,,,,,,,,,
-87.63133,41.778209,24,,,,,,,,,,,,,
-87.632628,41.779877,63,,,,,,,,,,,,,
-87.631954,41.780002,63,,,,,,,,,,,,,
-87.631938,41.785583,24,,,,,,,,,,,,,
-87.63311,41.794095,55,,,,,,,,,,,,,
-87.632012,41.800185,24,,,,,,,,,,,,,
-87.630566,41.801671,24,,,,,,,,,,,,,
-87.631506,41.809245,15,51,,,,,,,,,,,,
-87.631732,41.837883,24,,,,,,,,,,,,,
-87.631677,41.836478,24,,,,,,,,,,,,,
-87.631798,41.841333,24,,,,,,,,,,,,,
-87.632162,41.85273,21,,,,,,,,,,,,,
-87.632022,41.851087,24,,,,,,,,,,,,,
-87.630258,41.855222,24,,,,,,,,,,,,,
-87.629873,41.855152,62,,,,,,,,,,,,,
-87.630692,41.872006,24,,,,,,,,,,,,,
-87.630525,41.872091,24,,,,,,,,,,,,,
-87.630856,41.876974,24,129,,,,,,,,,,,,
-87.630867,41.879068,22,24,129,,,,,,,,,,,
-87.629248,41.879561,22,24,36,62,129,,,,,,,,,
-87.631279,41.890758,65,,,,,,,,,,,,,
-87.628378,41.893343,33,125,,,,,,,,,,,,
-87.631059,41.896697,66,,,,,,,,,,,,,
-87.629785,41.899038,22,,,,,,,,,,,,,
-87.628356,41.899264,36,,,,,,,,,,,,,
-87.631578,41.905883,22,36,,,,,,,,,,,,
-87.630177,41.685134,111,,,,,,,,,,,,,
-87.628676,41.707164,103,,,,,,,,,,,,,
-87.629179,41.721755,N9,95W,108,112,,,,,,,,,,
-87.629608,41.762478,24,,,,,,,,,,,,,
-87.626645,41.765324,29,,,,,,,,,,,,,
-87.627703,41.787273,59,,,,,,,,,,,,,
-87.625309,41.785593,59,,,,,,,,,,,,,
-87.625591,41.794885,29,,,,,,,,,,,,,
-87.625943,41.800002,29,,,,,,,,,,,,,
-87.625771,41.801823,29,,,,,,,,,,,,,
-87.626195,41.80906,29,,,,,,,,,,,,,
-87.62591,41.807268,29,,,,,,,,,,,,,
-87.626296,41.812829,29,,,,,,,,,,,,,
-87.62651,41.816565,43,,,,,,,,,,,,,
-87.626159,41.816697,29,,,,,,,,,,,,,
-87.626378,41.828585,29,,,,,,,,,,,,,
-87.626653,41.832925,29,,,,,,,,,,,,,
-87.626714,41.845796,29,,,,,,,,,,,,,
-87.626673,41.844382,29,,,,,,,,,,,,,
-87.626783,41.847897,29,,,,,,,,,,,,,
-87.627389,41.852773,21,,,,,,,,,,,,,
-87.626813,41.852957,21,,,,,,,,,,,,,
-87.62562,41.85272,21,,,,,,,,,,,,,
-87.625444,41.857921,129,,,,,,,,,,,,,
-87.624374,41.87456,1,3,4,14,26,X28,129,,,,,,,
-87.626403,41.875764,147,,,,,,,,,,,,,
-87.628107,41.890151,29,36,,,,,,,,,,,,
-87.624451,41.888056,120,121,,,,,,,,,,,,
-87.624244,41.889894,2,3,10,26,N66,143,144,145,146,147,148,151,157,
-87.627992,41.893186,36,,,,,,,,,,,,,
-87.627986,41.892346,36,,,,,,,,,,,,,
-87.627949,41.891581,36,,,,,,,,,,,,,
-87.624292,41.891006,120,121,,,,,,,,,,,,
-87.625671,41.896645,66,,,,,,,,,,,,,
-87.628185,41.899007,36,,,,,,,,,,,,,
-87.624284,41.900947,151,,,,,,,,,,,,,
-87.625148,41.904702,151,,,,,,,,,,,,,
-87.624966,41.904191,151,,,,,,,,,,,,,
-87.625782,41.907565,151,,,,,,,,,,,,,
-87.625903,41.692466,111,,,,,,,,,,,,,
-87.625704,41.692605,111,,,,,,,,,,,,,
-87.625601,41.737392,29,,,,,,,,,,,,,
-87.62556,41.740133,29,,,,,,,,,,,,,
-87.625404,41.750896,75,,,,,,,,,,,,,
-87.623099,41.750918,79,,,,,,,,,,,,,
-87.624782,41.763552,29,,,,,,,,,,,,,
-87.623288,41.769246,N5,30,67,,,,,,,,,,,
-87.625273,41.782283,29,,,,,,,,,,,,,
-87.623799,41.794284,55,,,,,,,,,,,,,
-87.623929,41.794722,55,,,,,,,,,,,,,
-87.624057,41.802107,15,,,,,,,,,,,,,
-87.622531,41.801964,1,15,,,,,,,,,,,,
-87.622914,41.809058,1,,,,,,,,,,,,,
-87.622798,41.807243,1,,,,,,,,,,,,,
-87.621014,41.80938,47,,,,,,,,,,,,,
-87.622993,41.812902,1,,,,,,,,,,,,,
-87.621268,41.81463,1,,,,,,,,,,,,,
-87.623282,41.823563,1,,,,,,,,,,,,,
-87.621505,41.823625,1,,,,,,,,,,,,,
-87.623286,41.827224,1,,,,,,,,,,,,,
-87.623357,41.832755,1,4,35,,,,,,,,,,,
-87.621825,41.838248,1,4,,,,,,,,,,,,
-87.623624,41.841739,1,4,,,,,,,,,,,,
-87.623767,41.847156,1,4,,,,,,,,,,,,
-87.623824,41.849383,1,4,,,,,,,,,,,,
-87.623603,41.849461,1,4,,,,,,,,,,,,
-87.622541,41.86125,12,129,,,,,,,,,,,,
-87.624227,41.865595,1,3,4,,,,,,,,,,,
-87.622588,41.864338,12,129,,,,,,,,,,,,
-87.620852,41.87315,2,6,10,14,26,X28,,,,,,,,
-87.622143,41.884548,20,60,,,,,,,,,,,,
-87.620843,41.887577,124,,,,,,,,,,,,,
-87.623955,41.891793,120,121,,,,,,,,,,,,
-87.622853,41.892499,2,157,,,,,,,,,,,,
-87.622673,41.89846,10,125,,,,,,,,,,,,
-87.620251,41.667798,34,,,,,,,,,,,,,
-87.621224,41.69254,111,,,,,,,,,,,,,
-87.621103,41.690862,34,119,,,,,,,,,,,,
-87.620952,41.69817,34,119,,,,,,,,,,,,
-87.62026,41.71449,34,103,106,119,,,,,,,,,,
-87.620639,41.720054,34,103,106,119,,,,,,,,,,
-87.619602,41.736362,87,,,,,,,,,,,,,
-87.621472,41.75092,79,,,,,,,,,,,,,
-87.618222,41.750991,79,,,,,,,,,,,,,
-87.619843,41.758382,75,,,,,,,,,,,,,
-87.618391,41.758292,75,,,,,,,,,,,,,
-87.620087,41.769285,N5,30,67,,,,,,,,,,,
-87.620933,41.802103,1,15,,,,,,,,,,,,
-87.618775,41.809406,47,,,,,,,,,,,,,
-87.616757,41.820418,3,,,,,,,,,,,,,
-87.61711,41.823656,3,,,,,,,,,,,,,
-87.617466,41.832538,3,,,,,,,,,,,,,
-87.616966,41.836784,3,,,,,,,,,,,,,
-87.617028,41.838294,3,,,,,,,,,,,,,
-87.61717,41.84229,3,,,,,,,,,,,,,
-87.620374,41.845747,21,,,,,,,,,,,,,
-87.617087,41.884601,60,,,,,,,,,,,,,
-87.617505,41.659028,34,108,,,,,,,,,,,,
-87.616716,41.685467,111,,,,,,,,,,,,,
-87.615364,41.685474,111,,,,,,,,,,,,,
-87.615878,41.692747,111,,,,,,,,,,,,,
-87.614207,41.718343,111,,,,,,,,,,,,,
-87.613998,41.719999,111,,,,,,,,,,,,,
-87.614229,41.7235,3,,,,,,,,,,,,,
-87.614531,41.734541,3,,,,,,,,,,,,,
-87.614591,41.736342,3,,,,,,,,,,,,,
-87.614462,41.736682,3,,,,,,,,,,,,,
-87.614501,41.7421,3,,,,,,,,,,,,,
-87.614814,41.751189,79,,,,,,,,,,,,,
-87.614978,41.758478,75,,,,,,,,,,,,,
-87.616658,41.765735,71,,,,,,,,,,,,,
-87.615356,41.767489,3,,,,,,,,,,,,,
-87.615153,41.76766,3,,,,,,,,,,,,,
-87.61562,41.776388,3,,,,,,,,,,,,,
-87.615497,41.778307,3,,,,,,,,,,,,,
-87.613112,41.780345,63,,,,,,,,,,,,,
-87.615785,41.783667,3,N4,,,,,,,,,,,,
-87.616052,41.794895,3,,,,,,,,,,,,,
-87.616591,41.805587,3,,,,,,,,,,,,,
-87.613717,41.8095,47,,,,,,,,,,,,,
-87.613984,41.816743,43,,,,,,,,,,,,,
-87.613287,41.831538,35,,,,,,,,,,,,,
-87.613125,41.83131,4,35,,,,,,,,,,,,
-87.613327,41.833537,35,,,,,,,,,,,,,
-87.612968,41.685508,111,,,,,,,,,,,,,
-87.611191,41.687449,111,,,,,,,,,,,,,
-87.613503,41.692665,111,,,,,,,,,,,,,
-87.609928,41.692897,111,,,,,,,,,,,,,
-87.61183,41.721862,3,N5,95E,111,,,,,,,,,,
-87.610713,41.780387,63,,,,,,,,,,,,,
-87.611736,41.816673,43,,,,,,,,,,,,,
-87.610037,41.823846,39,,,,,,,,,,,,,
-87.608966,41.827829,4,,,,,,,,,,,,,
-87.609416,41.829036,4,,,,,,,,,,,,,
-87.611675,41.83364,35,,,,,,,,,,,,,
-87.609858,41.65733,34,,,,,,,,,,,,,
-87.607687,41.701877,111,,,,,,,,,,,,,
-87.607248,41.703692,111,,,,,,,,,,,,,
-87.606148,41.70738,106,,,,,,,,,,,,,
-87.605809,41.710964,111,,,,,,,,,,,,,
-87.607939,41.758479,75,,,,,,,,,,,,,
-87.606061,41.766358,30,,,,,,,,,,,,,
-87.605974,41.766016,30,,,,,,,,,,,,,
-87.60547,41.766173,4,,,,,,,,,,,,,
-87.605777,41.778463,4,,,,,,,,,,,,,
-87.608378,41.78407,N4,59,,,,,,,,,,,,
-87.605723,41.78401,59,,,,,,,,,,,,,
-87.605972,41.787631,2,4,,,,,,,,,,,,
-87.605934,41.785737,4,,,,,,,,,,,,,
-87.606067,41.791632,2,4,,,,,,,,,,,,
-87.606148,41.795231,2,4,,,,,,,,,,,,
-87.606051,41.795049,55,,,,,,,,,,,,,
-87.607851,41.802288,1,15,,,,,,,,,,,,
-87.606595,41.807852,4,,,,,,,,,,,,,
-87.606398,41.809609,47,,,,,,,,,,,,,
-87.606979,41.824285,4,,,,,,,,,,,,,
-87.60459,41.823083,39,,,,,,,,,,,,,
-87.604774,41.657268,34,,,,,,,,,,,,,
-87.603212,41.72152,111,,,,,,,,,,,,,
-87.604434,41.725524,4,N5,95E,,,,,,,,,,,
-87.604519,41.729275,4,,,,,,,,,,,,,
-87.604492,41.727423,4,,,,,,,,,,,,,
-87.603048,41.758521,75,,,,,,,,,,,,,
-87.60212,41.763535,30,,,,,,,,,,,,,
-87.60473,41.765748,71,,,,,,,,,,,,,
-87.603047,41.765878,71,,,,,,,,,,,,,
-87.603386,41.773102,N5,67,,,,,,,,,,,,
-87.60063,41.780423,63,,,,,,,,,,,,,
-87.601079,41.785971,2,,,,,,,,,,,,,
-87.60089,41.785888,2,170,171,172,,,,,,,,,,
-87.601369,41.789457,171,172,,,,,,,,,,,,
-87.601336,41.799368,172,,,,,,,,,,,,,
-87.60355,41.802231,2,15,,,,,,,,,,,,
-87.603343,41.82421,39,,,,,,,,,,,,,
-87.602315,41.822615,39,,,,,,,,,,,,,
-87.599767,41.653809,34,,,,,,,,,,,,,
-87.598073,41.657074,34,,,,,,,,,,,,,
-87.597142,41.736695,87,,,,,,,,,,,,,
-87.600648,41.758551,75,,,,,,,,,,,,,
-87.59844,41.765817,71,,,,,,,,,,,,,
-87.59722,41.773165,N5,67,,,,,,,,,,,,
-87.596872,41.655033,34,,,,,,,,,,,,,
-87.596606,41.707532,106,,,,,,,,,,,,,
-87.594993,41.725787,N5,95E,,,,,,,,,,,,
-87.592963,41.751474,79,,,,,,,,,,,,,
-87.595918,41.7591,30,,,,,,,,,,,,,
-87.5932,41.780466,63,,,,,,,,,,,,,
-87.594501,41.787871,170,171,172,192,,,,,,,,,,
-87.5936,41.795192,55,171,,,,,,,,,,,,
-87.595131,41.809737,47,,,,,,,,,,,,,
-87.589208,41.709416,28,X28,106,,,,,,,,,,,
-87.591927,41.711693,28,X28,106,,,,,,,,,,,
-87.591935,41.751367,79,,,,,,,,,,,,,
-87.591253,41.765965,71,,,,,,,,,,,,,
-87.588685,41.80441,2,6,28,X28,,,,,,,,,,
-87.591589,41.808839,2,6,28,X28,,,,,,,,,,
-87.590567,41.80782,2,6,28,X28,,,,,,,,,,
-87.585452,41.722246,100,,,,,,,,,,,,,
-87.585295,41.722579,N5,28,X28,95E,,,,,,,,,,
-87.58549,41.725831,N5,95E,28,X28,,,,,,,,,,
-87.58499,41.724048,N5,28,X28,95E,,,,,,,,,,
-87.585031,41.734984,28,X28,,,,,,,,,,,,
-87.588242,41.736813,87,,,,,,,,,,,,,
-87.587665,41.752854,30,,,,,,,,,,,,,
-87.586211,41.751802,30,,,,,,,,,,,,,
-87.586518,41.758839,75,,,,,,,,,,,,,
-87.586602,41.766185,71,,,,,,,,,,,,,
-87.586561,41.780402,6,15,28,X28,,,,,,,,,,
-87.586532,41.779467,63,,,,,,,,,,,,,
-87.586608,41.78279,6,15,28,X28,,,,,,,,,,
-87.586429,41.782819,6,15,28,X28,,,,,,,,,,
-87.58663,41.79134,2,6,15,28,X28,170,,,,,,,,
-87.586575,41.78962,2,6,15,28,X28,,,,,,,,,
-87.58388,41.795429,6,X28,171,,,,,,,,,,,
-87.587639,41.801128,15,28,,,,,,,,,,,,
-87.585707,41.802565,6,X28,172,,,,,,,,,,,
-87.58089,41.751492,79,,,,,,,,,,,,,
-87.584138,41.766205,71,,,,,,,,,,,,,
-87.581512,41.773335,N5,6,15,67,,,,,,,,,,
-87.583802,41.793316,6,X28,55,,,,,,,,,,,
-87.579179,41.722357,100,,,,,,,,,,,,,
-87.577727,41.726144,N5,95E,,,,,,,,,,,,
-87.578241,41.736955,87,,,,,,,,,,,,,
-87.578004,41.737072,87,,,,,,,,,,,,,
-87.576415,41.764245,N5,15,,,,,,,,,,,,
-87.57622,41.766348,N5,14,15,,,,,,,,,,,
-87.576108,41.766035,71,,,,,,,,,,,,,
-87.576693,41.773385,N5,6,67,,,,,,,,,,,
-87.575364,41.718713,14,15,,,,,,,,,,,,
-87.575275,41.722349,14,15,,,,,,,,,,,,
-87.573084,41.726047,N5,95E,,,,,,,,,,,,
-87.575659,41.744506,14,15,,,,,,,,,,,,
-87.575942,41.746029,15,,,,,,,,,,,,,
-87.571639,41.722576,100,,,,,,,,,,,,,
-87.568228,41.72612,N5,95E,,,,,,,,,,,,
-87.571623,41.741604,30,,,,,,,,,,,,,
-87.571538,41.766107,71,,,,,,,,,,,,,
-87.570132,41.773482,6,26,67,,,,,,,,,,,
-87.56498,41.713577,14,15,,,,,,,,,,,,
-87.564706,41.713467,14,15,,,,,,,,,,,,
-87.564646,41.713642,100,,,,,,,,,,,,,
-87.564603,41.718873,100,,,,,,,,,,,,,
-87.567871,41.722624,100,,,,,,,,,,,,,
-87.564908,41.722675,100,,,,,,,,,,,,,
-87.565782,41.72619,N5,95E,,,,,,,,,,,,
-87.566428,41.737253,87,,,,,,,,,,,,,
-87.565232,41.758947,N5,75,,,,,,,,,,,,
-87.564617,41.759066,N5,75,,,,,,,,,,,,
-87.564176,41.766273,6,26,,,,,,,,,,,,
-87.56311,41.70818,14,,,,,,,,,,,,,
-87.560088,41.713643,14,100,,,,,,,,,,,,
-87.560933,41.726262,N5,95E,,,,,,,,,,,,
-87.560705,41.726361,N5,95E,,,,,,,,,,,,
-87.562946,41.735072,30,,,,,,,,,,,,,
-87.56363,41.751705,79,,,,,,,,,,,,,
-87.562124,41.760922,71,,,,,,,,,,,,,
-87.561821,41.761121,71,,,,,,,,,,,,,
-87.559429,41.699115,71,,,,,,,,,,,,,
-87.558143,41.706473,71,,,,,,,,,,,,,
-87.559567,41.708309,14,100,,,,,,,,,,,,
-87.555831,41.729942,30,,,,,,,,,,,,,
-87.556366,41.751815,79,,,,,,,,,,,,,
-87.555541,41.759025,N5,6,26,71,,,,,,,,,,
-87.554132,41.726358,N5,95E,,,,,,,,,,,,
-87.552657,41.728004,N5,95E,,,,,,,,,,,,
-87.551812,41.743522,N5,26,71,,,,,,,,,,,
-87.551421,41.75506,N5,6,26,71,,,,,,,,,,
-87.551787,41.655546,30,,,,,,,,,,,,,
-87.549668,41.659098,30,108,,,,,,,,,,,,
-87.548555,41.702843,100,,,,,,,,,,,,,
-87.551068,41.715526,71,,,,,,,,,,,,,
-87.551294,41.728352,N5,71,,,,,,,,,,,,
-87.551111,41.730147,26,87,,,,,,,,,,,,
-87.551468,41.73565,N5,26,71,,,,,,,,,,,
-87.548915,41.737358,87,,,,,,,,,,,,,
-87.547841,41.744854,N5,26,71,,,,,,,,,,,
-87.548232,41.752234,N5,6,26,71,,,,,,,,,,
-87.547263,41.64968,30,,,,,,,,,,,,,
-87.547022,41.651795,30,108,,,,,,,,,,,,
-87.547055,41.655432,108,,,,,,,,,,,,,
-87.545525,41.728377,95E,,,,,,,,,,,,,
-87.54462,41.737398,87,,,,,,,,,,,,,
-87.547015,41.75194,6,79,,,,,,,,,,,,
-87.539997,41.684709,30,,,,,,,,,,,,,
-87.540225,41.688347,30,,,,,,,,,,,,,
-87.54021,41.690112,30,,,,,,,,,,,,,
-87.539806,41.651894,30,,,,,,,,,,,,,
-87.540006,41.659443,30,,,,,,,,,,,,,
-87.539809,41.659034,30,,,,,,,,,,,,,
-87.539462,41.665707,30,,,,,,,,,,,,,
-87.539095,41.667893,30,,,,,,,,,,,,,
-87.539889,41.675879,30,,,,,,,,,,,,,
-87.536759,41.723072,26,30,,,,,,,,,,,,
-87.53543,41.702669,100,,,,,,,,,,,,,
-87.535193,41.70298,30,,,,,,,,,,,,,
-87.532952,41.702658,100,,,,,,,,,,,,,
-87.535141,41.709983,26,30,,,,,,,,,,,,
-87.525949,41.691708,100,,,,,,,,,,,,,
-87.877229,41.857884,17,,,,,,,,,,,,,
-87.877956,41.876026,17,,,,,,,,,,,,,
-87.877985,41.877954,17,,,,,,,,,,,,,
-87.877926,41.877834,17,,,,,,,,,,,,,
-87.868021,41.878279,17,,,,,,,,,,,,,
-87.846103,41.878881,17,,,,,,,,,,,,,
-87.846583,41.971303,69,,,,,,,,,,,,,
-87.846339,41.969998,69,,,,,,,,,,,,,
-87.841578,41.980949,69,,,,,,,,,,,,,
-87.83859,41.878996,17,,,,,,,,,,,,,
-87.835538,41.937267,77,,,,,,,,,,,,,
-87.836541,41.966871,69,,,,,,,,,,,,,
-87.836512,41.970167,69,81W,,,,,,,,,,,,
-87.834738,41.937667,77,,,,,,,,,,,,,
-87.83112,41.937633,77,,,,,,,,,,,,,
-87.832846,41.944807,152,,,,,,,,,,,,,
-87.831645,41.952228,80,,,,,,,,,,,,,
-87.828556,41.937679,77,,,,,,,,,,,,,
-87.830239,41.945032,152,,,,,,,,,,,,,
-87.829265,41.952295,80,,,,,,,,,,,,,
-87.825902,41.879099,17,,,,,,,,,,,,,
-87.823743,41.937891,77,,,,,,,,,,,,,
-87.824391,41.975823,64,,,,,,,,,,,,,
-87.824129,41.977629,64,,,,,,,,,,,,,
-87.821652,41.945186,152,,,,,,,,,,,,,
-87.819467,41.945287,152,,,,,,,,,,,,,
-87.821707,41.974178,64,,,,,,,,,,,,,
-87.818156,41.983744,64,,,,,,,,,,,,,
-87.821782,41.994938,88,,,,,,,,,,,,,
-87.818709,42.004327,68,,,,,,,,,,,,,
-87.81745,41.879428,17,,,,,,,,,,,,,
-87.816586,41.937837,77,,,,,,,,,,,,,
-87.816387,41.938014,77,,,,,,,,,,,,,
-87.816519,41.966927,81W,,,,,,,,,,,,,
-87.816233,42.011573,90N,,,,,,,,,,,,,
-87.809901,41.981723,64,,,,,,,,,,,,,
-87.806179,41.924213,90,,,,,,,,,,,,,
-87.806755,41.936447,90,,,,,,,,,,,,,
-87.809022,41.938005,77,,,,,,,,,,,,,
-87.807135,41.94717,90,,,,,,,,,,,,,
-87.807054,41.948815,90,,,,,,,,,,,,,
-87.809161,41.952801,80,,,,,,,,,,,,,
-87.806868,41.95269,80,,,,,,,,,,,,,
-87.807307,41.963545,90,,,,,,,,,,,,,
-87.807153,41.974631,64,90,,,,,,,,,,,,
-87.807091,41.977239,64,90,,,,,,,,,,,,
-87.806929,41.995338,88,,,,,,,,,,,,,
-87.80673,41.998571,90N,,,,,,,,,,,,,
-87.806856,42.000892,90N,,,,,,,,,,,,,
-87.80667,42.002652,90N,,,,,,,,,,,,,
-87.806826,42.008172,90N,,,,,,,,,,,,,
-87.806593,42.008026,90N,,,,,,,,,,,,,
-87.806778,42.011592,90N,,,,,,,,,,,,,
-87.803385,41.777138,62H,63W,,,,,,,,,,,,
-87.80526,41.892368,90,305,307,318,,,,,,,,,,
-87.805116,41.896188,90,305,307,318,,,,,,,,,,
-87.805312,41.901419,90,307,318,,,,,,,,,,,
-87.805372,41.905085,90,307,318,,,,,,,,,,,
-87.802931,41.930737,76,,,,,,,,,,,,,
-87.803444,41.945273,152,,,,,,,,,,,,,
-87.803269,41.955658,78,,,,,,,,,,,,,
-87.801059,41.784753,62H,,,,,,,,,,,,,
-87.798651,41.850387,21,322,,,,,,,,,,,,
-87.801046,41.9528,80,,,,,,,,,,,,,
-87.798497,41.777452,63W,,,,,,,,,,,,,
-87.796353,41.792155,62,62H,,,,,,,,,,,,
-87.797109,41.909116,72,,,,,,,,,,,,,
-87.795339,41.930936,76,,,,,,,,,,,,,
-87.793925,41.95272,80,,,,,,,,,,,,,
-87.794301,41.959913,78,,,,,,,,,,,,,
-87.795104,41.968427,81W,,,,,,,,,,,,,
-87.795421,41.978759,88,,,,,,,,,,,,,
-87.795002,41.990197,68,,,,,,,,,,,,,
-87.797001,41.991299,68,,,,,,,,,,,,,
-87.795317,41.99735,56A,,,,,,,,,,,,,
